City,Date,PM2.5,PM10,NO2,SO2,CO,O3,AQI,month,dayofweek,season,AQI_lag1,City_enc
Ahmedabad,2015-01-30,79.84,96.18,28.68,48.49,13.85,97.07,328.0,1,4,1,209.0,0
Ahmedabad,2015-01-31,94.52,96.18,32.66,67.39,24.39,111.33,514.0,1,5,1,328.0,0
Ahmedabad,2015-02-01,135.99,96.18,42.08,75.23,43.48,102.7,782.0,2,6,1,514.0,0
Ahmedabad,2015-02-02,178.33,96.18,35.31,55.04,54.56,107.38,914.0,2,0,1,782.0,0
Ahmedabad,2015-02-03,139.7,96.18,28.4,33.79,30.61,73.6,660.0,2,1,1,914.0,0
Ahmedabad,2015-02-04,80.65,96.18,22.83,25.73,2.37,47.3,294.0,2,2,1,660.0,0
Ahmedabad,2015-02-05,58.36,96.18,21.39,32.66,2.6,53.54,149.0,2,3,1,294.0,0
Ahmedabad,2015-02-06,79.29,96.18,26.94,67.41,1.16,59.3,190.0,2,4,1,149.0,0
Ahmedabad,2015-02-07,88.7,96.18,31.32,80.09,7.29,44.76,247.0,2,5,1,190.0,0
Ahmedabad,2015-02-08,74.28,96.18,27.3,54.28,8.92,47.42,379.0,2,6,1,247.0,0
Ahmedabad,2015-02-09,113.93,96.18,24.27,48.73,4.32,39.94,341.0,2,0,1,379.0,0
Ahmedabad,2015-02-10,105.39,96.18,18.21,35.91,1.41,56.15,256.0,2,1,1,341.0,0
Ahmedabad,2015-02-11,66.52,96.18,23.8,66.58,6.34,53.14,388.0,2,2,1,256.0,0
Ahmedabad,2015-02-12,65.04,96.18,30.1,65.91,14.19,31.88,288.0,2,3,1,388.0,0
Ahmedabad,2015-02-13,103.36,96.18,39.56,80.43,18.18,40.11,510.0,2,4,1,288.0,0
Ahmedabad,2015-02-14,177.33,96.18,47.58,99.72,37.49,36.47,761.0,2,5,1,510.0,0
Ahmedabad,2015-02-15,113.25,96.18,30.5,69.71,15.55,33.78,475.0,2,6,1,761.0,0
Ahmedabad,2015-02-16,99.7,96.18,28.1,73.23,19.85,30.57,536.0,2,0,1,475.0,0
Ahmedabad,2015-02-17,80.61,96.18,21.04,54.7,15.96,36.2,479.0,2,1,1,536.0,0
Ahmedabad,2015-02-18,100.79,96.18,25.93,43.11,16.24,37.43,592.0,2,2,1,479.0,0
Ahmedabad,2015-02-19,107.99,96.18,30.09,84.86,11.25,31.94,427.0,2,3,1,592.0,0
Ahmedabad,2015-02-20,140.29,96.18,36.14,101.53,33.84,40.98,588.0,2,4,1,427.0,0
Ahmedabad,2015-02-21,239.96,96.18,46.25,84.87,61.95,33.55,1141.0,2,5,1,588.0,0
Ahmedabad,2015-02-22,142.96,96.18,48.21,62.96,45.45,34.77,669.0,2,6,1,1141.0,0
Ahmedabad,2015-02-23,238.41,96.18,55.07,89.07,77.7,37.3,1247.0,2,0,1,669.0,0
Ahmedabad,2015-02-24,118.72,96.18,32.01,61.54,12.56,38.8,411.0,2,1,1,1247.0,0
Ahmedabad,2015-02-25,52.99,96.18,10.45,32.76,2.23,67.25,292.0,2,2,1,411.0,0
Ahmedabad,2015-03-02,60.78,96.18,18.21,29.48,9.07,34.75,189.0,3,0,1,292.0,0
Ahmedabad,2015-03-03,91.83,96.18,28.71,39.71,12.99,38.46,408.0,3,1,1,189.0,0
Ahmedabad,2015-03-04,93.88,96.18,29.38,62.75,18.21,46.79,383.0,3,2,1,408.0,0
Ahmedabad,2015-03-05,173.01,96.18,42.27,78.76,48.44,59.39,780.0,3,3,1,383.0,0
Ahmedabad,2015-03-08,71.56,96.18,16.83,30.28,3.51,57.16,190.0,3,6,1,780.0,0
Ahmedabad,2015-03-09,119.8,96.18,24.07,50.35,4.13,50.49,233.0,3,0,1,190.0,0
Ahmedabad,2015-03-10,106.71,96.18,25.59,38.85,5.39,60.17,297.0,3,1,1,233.0,0
Ahmedabad,2015-03-11,118.49,96.18,28.94,54.2,4.11,53.61,330.0,3,2,1,297.0,0
Ahmedabad,2015-03-12,106.01,96.18,27.31,70.29,4.28,40.91,252.0,3,3,1,330.0,0
Ahmedabad,2015-03-13,97.34,96.18,21.58,64.39,3.67,45.69,244.0,3,4,1,252.0,0
Ahmedabad,2015-03-14,83.92,96.18,25.03,67.53,6.42,34.94,234.0,3,5,1,244.0,0
Ahmedabad,2015-03-15,49.51,96.18,14.16,48.33,3.1,37.95,219.0,3,6,1,234.0,0
Ahmedabad,2015-03-16,30.76,96.18,14.14,43.62,2.72,54.78,118.0,3,0,1,219.0,0
Ahmedabad,2015-03-17,50.29,96.18,29.84,59.23,5.34,45.44,231.0,3,1,1,118.0,0
Ahmedabad,2015-03-18,57.69,96.18,29.48,58.33,25.36,52.87,286.0,3,2,1,231.0,0
Ahmedabad,2015-03-19,105.06,96.18,37.05,53.62,46.24,45.65,883.0,3,3,1,286.0,0
Ahmedabad,2015-03-20,94.1,96.18,36.53,61.31,22.14,46.77,720.0,3,4,1,883.0,0
Ahmedabad,2015-03-21,111.89,96.18,43.29,66.44,22.25,50.57,570.0,3,5,1,720.0,0
Ahmedabad,2015-03-22,108.59,96.18,39.34,75.8,25.38,46.68,589.0,3,6,1,570.0,0
Ahmedabad,2015-03-23,130.76,96.18,41.03,65.77,45.61,41.58,818.0,3,0,1,589.0,0
Ahmedabad,2015-03-24,143.55,96.18,31.15,50.98,27.3,35.38,737.0,3,1,1,818.0,0
Ahmedabad,2015-03-25,165.07,96.18,34.48,64.32,23.83,43.79,585.0,3,2,1,737.0,0
Ahmedabad,2015-03-26,166.85,96.18,43.3,79.71,17.93,53.44,616.0,3,3,1,585.0,0
Ahmedabad,2015-03-27,147.38,96.18,35.82,46.89,6.4,17.94,437.0,3,4,1,616.0,0
Ahmedabad,2015-03-28,158.25,96.18,27.89,142.36,5.86,38.54,321.0,3,5,1,437.0,0
Ahmedabad,2015-03-29,237.76,96.18,21.8,96.28,4.99,39.77,372.0,3,6,1,321.0,0
Ahmedabad,2015-03-30,133.37,96.18,17.99,57.34,3.88,39.66,339.0,3,0,1,372.0,0
Ahmedabad,2015-03-31,133.3,96.18,20.0,51.58,6.52,59.03,339.0,3,1,1,339.0,0
Ahmedabad,2015-04-01,96.04,96.18,20.07,62.42,3.8,46.61,324.0,4,2,2,339.0,0
Ahmedabad,2015-04-02,77.69,96.18,18.87,100.48,5.24,27.14,222.0,4,3,2,324.0,0
Ahmedabad,2015-04-03,53.07,96.18,13.82,40.36,4.17,21.76,169.0,4,4,2,222.0,0
Ahmedabad,2015-04-04,63.11,96.18,15.5,38.21,5.63,4.72,220.0,4,5,2,169.0,0
Ahmedabad,2015-04-06,120.96,96.18,20.86,35.54,4.23,35.66,303.0,4,0,2,220.0,0
Ahmedabad,2015-04-07,138.63,96.18,25.47,87.43,5.65,29.77,314.0,4,1,2,303.0,0
Ahmedabad,2015-04-08,144.36,96.18,30.69,66.39,15.82,27.34,378.0,4,2,2,314.0,0
Ahmedabad,2015-04-09,85.03,96.18,26.7,59.16,3.3,35.89,415.0,4,3,2,378.0,0
Ahmedabad,2015-04-11,61.06,96.18,14.03,8.08,3.52,19.54,126.0,4,5,2,415.0,0
Ahmedabad,2015-04-12,39.42,96.18,19.56,17.66,5.28,31.3,175.0,4,6,2,126.0,0
Ahmedabad,2015-04-13,111.86,96.18,22.51,15.84,3.89,31.23,226.0,4,0,2,175.0,0
Ahmedabad,2015-04-14,58.37,96.18,21.71,25.9,5.74,43.92,244.0,4,1,2,226.0,0
Ahmedabad,2015-04-15,95.37,96.18,26.23,13.59,18.01,41.64,315.0,4,2,2,244.0,0
Ahmedabad,2015-04-16,141.3,96.18,36.88,41.06,30.8,37.66,678.0,4,3,2,315.0,0
Ahmedabad,2015-04-17,106.68,96.18,46.38,31.56,19.91,48.49,774.0,4,4,2,678.0,0
Ahmedabad,2015-04-18,109.48,96.18,20.27,46.6,4.3,31.34,285.0,4,5,2,774.0,0
Ahmedabad,2015-04-19,126.04,96.18,20.18,79.56,6.99,28.71,321.0,4,6,2,285.0,0
Ahmedabad,2015-04-20,71.22,96.18,21.32,50.09,16.73,28.39,358.0,4,0,2,321.0,0
Ahmedabad,2015-04-21,97.87,96.18,17.96,13.85,6.3,34.16,357.0,4,1,2,358.0,0
Ahmedabad,2015-04-22,63.38,96.18,13.28,24.79,3.44,43.62,189.0,4,2,2,357.0,0
Ahmedabad,2015-04-24,80.9,96.18,18.62,65.44,5.7,22.8,214.0,4,4,2,189.0,0
Ahmedabad,2015-04-25,103.29,96.18,19.82,85.42,4.55,22.18,253.0,4,5,2,214.0,0
Ahmedabad,2015-04-26,107.5,96.18,15.56,74.37,5.29,10.12,239.0,4,6,2,253.0,0
Ahmedabad,2015-04-29,138.42,96.18,16.7,77.74,5.05,27.18,300.0,4,2,2,239.0,0
Ahmedabad,2015-04-30,129.04,96.18,14.86,78.27,5.69,18.67,317.0,4,3,2,300.0,0
Ahmedabad,2015-05-01,96.65,96.18,15.9,39.41,4.67,11.83,240.0,5,4,2,317.0,0
Ahmedabad,2015-05-02,126.77,96.18,23.93,93.18,15.69,36.71,344.0,5,5,2,240.0,0
Ahmedabad,2015-05-03,106.15,96.18,23.02,65.95,13.12,81.6,503.0,5,6,2,344.0,0
Ahmedabad,2015-05-04,86.31,96.18,10.5,50.13,2.69,90.54,308.0,5,0,2,503.0,0
Ahmedabad,2015-05-05,83.99,96.18,0.08,34.06,2.73,69.57,227.0,5,1,2,308.0,0
Ahmedabad,2015-05-06,65.11,96.18,4.58,22.27,3.14,32.26,120.0,5,2,2,227.0,0
Ahmedabad,2015-05-07,51.03,96.18,20.47,15.5,6.24,31.44,158.0,5,3,2,120.0,0
Ahmedabad,2015-05-08,38.73,96.18,19.28,20.13,8.0,25.7,177.0,5,4,2,158.0,0
Ahmedabad,2015-05-09,61.12,96.18,17.82,39.69,9.94,25.9,201.0,5,5,2,177.0,0
Ahmedabad,2015-05-10,58.44,96.18,17.24,54.69,10.68,18.89,211.0,5,6,2,201.0,0
Ahmedabad,2015-05-11,61.49,96.18,16.69,42.66,11.44,18.2,221.0,5,0,2,211.0,0
Ahmedabad,2015-05-12,65.39,96.18,16.08,27.96,12.3,22.35,233.0,5,1,2,221.0,0
Ahmedabad,2015-05-13,100.92,96.18,18.9,31.9,20.42,22.84,481.0,5,2,2,233.0,0
Ahmedabad,2015-05-14,97.48,96.18,30.02,36.05,5.31,16.26,352.0,5,3,2,481.0,0
Ahmedabad,2015-05-15,129.27,96.18,28.33,70.13,14.28,25.4,327.0,5,4,2,352.0,0
Ahmedabad,2015-05-16,129.58,96.18,28.79,17.66,21.23,34.42,577.0,5,5,2,327.0,0
Ahmedabad,2015-05-17,100.57,96.18,18.79,38.76,7.56,38.83,411.0,5,6,2,577.0,0
Ahmedabad,2015-05-18,130.34,96.18,17.43,52.07,7.14,29.05,212.0,5,0,2,411.0,0
Ahmedabad,2015-05-19,53.24,96.18,15.86,36.23,8.05,21.58,280.0,5,1,2,212.0,0
Ahmedabad,2015-05-20,42.0,96.18,18.16,17.0,10.44,25.5,162.0,5,2,2,280.0,0
Ahmedabad,2015-05-22,83.69,96.18,17.18,41.12,10.89,35.61,569.0,5,4,2,162.0,0
Ahmedabad,2015-05-23,38.88,96.18,16.28,26.4,2.18,12.47,128.0,5,5,2,569.0,0
Ahmedabad,2015-05-24,46.89,96.18,16.17,41.96,2.96,10.74,129.0,5,6,2,128.0,0
Ahmedabad,2015-05-25,70.96,96.18,15.47,23.67,4.12,16.01,152.0,5,0,2,129.0,0
Ahmedabad,2015-05-26,53.66,96.18,14.43,14.46,4.23,45.64,176.0,5,1,2,152.0,0
Ahmedabad,2015-05-27,45.49,96.18,13.73,12.85,4.26,71.85,167.0,5,2,2,176.0,0
Ahmedabad,2015-05-28,60.86,96.18,16.61,14.91,5.27,41.19,106.0,5,3,2,167.0,0
Ahmedabad,2015-05-29,51.93,96.18,17.87,15.33,13.71,12.88,231.0,5,4,2,106.0,0
Ahmedabad,2015-05-30,77.87,96.18,17.12,46.82,6.67,16.67,327.0,5,5,2,231.0,0
Ahmedabad,2015-05-31,57.59,96.18,15.47,41.68,5.6,25.51,174.0,5,6,2,327.0,0
Ahmedabad,2015-06-01,77.22,96.18,15.47,71.97,7.02,9.56,185.0,6,0,2,174.0,0
Ahmedabad,2015-06-02,45.29,96.18,12.74,18.64,7.25,6.32,179.0,6,1,2,185.0,0
Ahmedabad,2015-06-03,103.78,96.18,13.9,7.76,6.36,15.27,211.0,6,2,2,179.0,0
Ahmedabad,2015-06-04,25.14,96.18,18.73,38.05,6.01,38.52,192.0,6,3,2,211.0,0
Ahmedabad,2015-06-05,87.03,96.18,17.88,23.84,8.05,48.22,310.0,6,4,2,192.0,0
Ahmedabad,2015-06-06,89.6,96.18,19.84,48.05,6.59,44.78,223.0,6,5,2,310.0,0
Ahmedabad,2015-06-07,80.69,96.18,16.07,39.85,6.86,32.65,192.0,6,6,2,223.0,0
Ahmedabad,2015-06-08,44.75,96.18,16.53,9.89,7.76,8.07,191.0,6,0,2,192.0,0
Ahmedabad,2015-06-09,38.11,96.18,11.62,3.13,7.41,6.69,184.0,6,1,2,191.0,0
Ahmedabad,2015-06-10,45.5,96.18,15.59,0.76,8.56,3.82,220.0,6,2,2,184.0,0
Ahmedabad,2015-06-11,36.98,96.18,11.52,0.52,8.21,5.17,215.0,6,3,2,220.0,0
Ahmedabad,2015-06-12,43.58,96.18,13.33,1.02,8.26,7.56,226.0,6,4,2,215.0,0
Ahmedabad,2015-06-13,45.49,96.18,14.91,0.81,9.63,2.94,251.0,6,5,2,226.0,0
Ahmedabad,2015-06-14,38.06,96.18,18.57,1.05,8.67,4.63,216.0,6,6,2,251.0,0
Ahmedabad,2015-06-15,45.41,96.18,20.55,0.74,9.35,4.5,237.0,6,0,2,216.0,0
Ahmedabad,2015-06-16,37.71,96.18,16.26,0.87,8.54,4.6,198.0,6,1,2,237.0,0
Ahmedabad,2015-06-17,32.37,96.18,14.36,2.17,7.53,12.17,195.0,6,2,2,198.0,0
Ahmedabad,2015-06-18,34.74,96.18,13.51,4.11,7.59,12.22,187.0,6,3,2,195.0,0
Ahmedabad,2015-06-19,32.56,96.18,13.91,4.04,7.34,11.85,181.0,6,4,2,187.0,0
Ahmedabad,2015-06-20,29.28,96.18,11.68,4.01,7.55,12.64,179.0,6,5,2,181.0,0
Ahmedabad,2015-06-21,20.46,96.18,10.61,5.62,7.15,12.7,188.0,6,6,2,179.0,0
Ahmedabad,2015-06-22,26.07,96.18,11.07,4.1,7.99,10.57,190.0,6,0,2,188.0,0
Ahmedabad,2015-06-23,21.43,96.18,11.16,4.99,7.45,7.38,185.0,6,1,2,190.0,0
Ahmedabad,2015-06-24,11.91,96.18,10.1,10.86,7.34,5.47,189.0,6,2,2,185.0,0
Ahmedabad,2015-06-25,57.75,96.18,9.68,12.28,8.68,3.06,196.0,6,3,2,189.0,0
Ahmedabad,2015-06-26,66.39,96.18,12.79,11.09,8.58,4.96,201.0,6,4,2,196.0,0
Ahmedabad,2015-06-27,62.61,96.18,9.83,12.31,9.15,6.44,231.0,6,5,2,201.0,0
Ahmedabad,2015-06-28,47.5,96.18,9.53,13.91,8.07,7.28,196.0,6,6,2,231.0,0
Ahmedabad,2015-06-29,111.8,96.18,11.51,5.27,9.23,5.99,220.0,6,0,2,196.0,0
Ahmedabad,2015-06-30,30.0,96.18,13.59,8.09,8.87,6.31,244.0,6,1,2,220.0,0
Ahmedabad,2015-07-01,4.66,96.18,10.9,7.31,9.01,6.38,223.0,7,2,3,244.0,0
Ahmedabad,2015-07-02,48.72,96.18,11.94,5.72,9.56,6.61,230.0,7,3,3,223.0,0
Ahmedabad,2015-07-03,49.7,96.18,9.81,6.78,9.43,6.42,243.0,7,4,3,230.0,0
Ahmedabad,2015-07-04,48.1,96.18,9.53,9.33,8.03,7.6,215.0,7,5,3,243.0,0
Ahmedabad,2015-07-05,47.43,96.18,9.45,7.93,8.11,7.08,199.0,7,6,3,215.0,0
Ahmedabad,2015-07-06,51.74,96.18,12.38,10.05,8.91,5.78,200.0,7,0,3,199.0,0
Ahmedabad,2015-07-07,42.68,96.18,11.08,10.87,9.74,4.44,226.0,7,1,3,200.0,0
Ahmedabad,2015-07-08,38.45,96.18,7.8,10.28,10.55,3.24,241.0,7,2,3,226.0,0
Ahmedabad,2015-07-09,46.69,96.18,0.17,10.25,11.48,5.76,222.0,7,3,3,241.0,0
Ahmedabad,2015-07-10,55.27,96.18,0.12,12.7,11.55,6.55,223.0,7,4,3,222.0,0
Ahmedabad,2015-07-11,149.03,96.18,0.16,10.07,11.49,7.27,248.0,7,5,3,223.0,0
Ahmedabad,2015-07-12,86.57,96.18,0.17,11.09,11.47,6.53,300.0,7,6,3,248.0,0
Ahmedabad,2015-07-13,111.77,96.18,0.24,7.73,11.3,4.67,232.0,7,0,3,300.0,0
Ahmedabad,2015-07-14,151.4,96.18,0.36,7.8,10.8,5.46,330.0,7,1,3,232.0,0
Ahmedabad,2015-07-15,51.35,96.18,2.69,10.0,8.0,5.76,223.0,7,2,3,330.0,0
Ahmedabad,2015-07-16,65.37,96.18,8.07,16.31,0.64,8.02,105.0,7,3,3,223.0,0
Ahmedabad,2015-07-17,56.28,96.18,8.02,18.93,0.6,6.2,101.0,7,4,3,105.0,0
Ahmedabad,2015-07-18,48.17,96.18,8.0,18.99,0.65,7.97,93.0,7,5,3,101.0,0
Ahmedabad,2015-07-19,33.56,96.18,7.89,11.28,0.72,10.18,67.0,7,6,3,93.0,0
Ahmedabad,2015-07-20,31.3,96.18,8.1,10.29,0.55,7.44,60.0,7,0,3,67.0,0
Ahmedabad,2015-07-22,57.11,96.18,8.28,14.58,0.55,2.6,90.0,7,2,3,60.0,0
Ahmedabad,2015-07-23,34.72,96.18,9.73,13.62,0.1,4.87,78.0,7,3,3,90.0,0
Ahmedabad,2015-07-24,29.22,96.18,9.57,13.58,0.06,5.08,48.0,7,4,3,78.0,0
Ahmedabad,2015-07-25,29.79,96.18,8.64,15.11,0.14,5.34,53.0,7,5,3,48.0,0
Ahmedabad,2015-07-26,59.95,96.18,8.78,11.52,0.18,2.79,91.0,7,6,3,53.0,0
Ahmedabad,2015-07-27,19.2,96.18,9.45,11.23,1.52,4.61,70.0,7,0,3,91.0,0
Ahmedabad,2015-07-28,19.52,96.18,11.26,11.56,5.89,4.4,157.0,7,1,3,70.0,0
Ahmedabad,2015-07-29,35.16,96.18,10.89,14.7,5.75,3.67,158.0,7,2,3,157.0,0
Ahmedabad,2015-07-30,33.03,96.18,10.58,12.95,7.01,3.53,169.0,7,3,3,158.0,0
Ahmedabad,2015-07-31,40.95,96.18,10.47,19.8,6.92,3.38,174.0,7,4,3,169.0,0
Ahmedabad,2015-08-01,40.29,96.18,10.52,8.27,6.74,3.57,173.0,8,5,3,174.0,0
Ahmedabad,2015-08-02,41.16,96.18,10.51,13.48,6.91,3.69,172.0,8,6,3,173.0,0
Ahmedabad,2015-08-03,36.12,96.18,11.56,13.62,7.21,6.08,190.0,8,0,3,172.0,0
Ahmedabad,2015-08-04,28.51,96.18,20.52,5.69,6.69,7.65,171.0,8,1,3,190.0,0
Ahmedabad,2015-08-05,31.59,96.18,20.42,9.23,6.99,7.9,168.0,8,2,3,171.0,0
Ahmedabad,2015-08-06,42.56,96.18,20.4,6.28,7.17,9.86,172.0,8,3,3,168.0,0
Ahmedabad,2015-08-07,48.12,96.18,20.3,6.77,7.14,12.78,173.0,8,4,3,172.0,0
Ahmedabad,2015-08-08,37.09,96.18,20.21,8.66,7.22,7.94,175.0,8,5,3,173.0,0
Ahmedabad,2015-08-09,33.4,96.18,20.09,9.95,7.4,8.39,179.0,8,6,3,175.0,0
Ahmedabad,2015-08-10,38.64,96.18,20.21,9.74,7.35,6.28,174.0,8,0,3,179.0,0
Ahmedabad,2015-08-11,40.49,96.18,20.23,8.92,7.48,21.51,176.0,8,1,3,174.0,0
Ahmedabad,2015-08-12,41.37,96.18,20.2,11.73,7.47,19.8,179.0,8,2,3,176.0,0
Ahmedabad,2015-08-13,44.56,96.18,20.06,11.23,7.49,22.77,175.0,8,3,3,179.0,0
Ahmedabad,2015-08-14,65.68,96.18,19.94,8.21,7.57,30.21,177.0,8,4,3,175.0,0
Ahmedabad,2015-08-15,33.34,96.18,20.27,6.41,7.3,32.95,175.0,8,5,3,177.0,0
Ahmedabad,2015-08-16,39.17,96.18,20.24,9.17,7.35,26.64,174.0,8,6,3,175.0,0
Ahmedabad,2015-08-17,34.0,96.18,20.1,9.64,7.41,17.17,179.0,8,0,3,174.0,0
Ahmedabad,2015-08-18,36.38,96.18,20.14,10.65,7.31,13.35,177.0,8,1,3,179.0,0
Ahmedabad,2015-08-19,38.35,96.18,20.16,9.33,7.41,18.59,180.0,8,2,3,177.0,0
Ahmedabad,2015-08-20,38.5,96.18,19.67,10.37,12.38,16.33,274.0,8,3,3,180.0,0
Ahmedabad,2015-08-21,39.61,96.18,14.84,10.76,17.31,5.38,310.0,8,4,3,274.0,0
Ahmedabad,2015-08-22,61.79,96.18,14.82,12.39,17.24,8.06,303.0,8,5,3,310.0,0
Ahmedabad,2015-08-23,43.22,96.18,14.82,11.68,17.17,37.87,302.0,8,6,3,303.0,0
Ahmedabad,2015-08-24,33.41,96.18,14.86,12.96,17.12,86.83,302.0,8,0,3,302.0,0
Ahmedabad,2015-08-25,36.9,96.18,14.85,4.73,17.08,54.01,302.0,8,1,3,302.0,0
Ahmedabad,2015-08-26,36.36,96.18,14.79,8.86,17.11,77.3,302.0,8,2,3,302.0,0
Ahmedabad,2015-08-27,32.64,96.18,14.84,7.05,17.01,62.31,302.0,8,3,3,302.0,0
Ahmedabad,2015-08-28,38.23,96.18,14.89,10.9,17.07,55.94,302.0,8,4,3,302.0,0
Ahmedabad,2015-08-29,39.86,96.18,14.83,10.02,16.98,96.83,301.0,8,5,3,302.0,0
Ahmedabad,2015-08-30,72.74,96.18,14.84,4.23,17.04,99.03,302.0,8,6,3,301.0,0
Ahmedabad,2015-08-31,43.2,96.18,14.86,5.96,17.05,59.99,302.0,8,0,3,302.0,0
Ahmedabad,2015-09-01,63.2,96.18,14.82,3.69,17.03,7.57,302.0,9,1,3,302.0,0
Ahmedabad,2015-09-02,64.73,96.18,14.82,6.45,17.01,12.13,302.0,9,2,3,302.0,0
Ahmedabad,2015-09-03,65.28,96.18,14.85,6.13,17.04,18.2,301.0,9,3,3,302.0,0
Ahmedabad,2015-09-04,67.86,96.18,14.87,8.87,16.97,16.53,302.0,9,4,3,301.0,0
Ahmedabad,2015-09-05,52.4,96.18,14.81,9.89,16.97,22.55,301.0,9,5,3,302.0,0
Ahmedabad,2015-09-06,33.33,96.18,14.89,6.88,16.95,33.58,302.0,9,6,3,301.0,0
Ahmedabad,2015-09-07,29.52,96.18,14.88,8.56,16.94,40.65,301.0,9,0,3,302.0,0
Ahmedabad,2015-09-08,15.53,96.18,14.85,15.13,17.0,34.18,301.0,9,1,3,301.0,0
Ahmedabad,2015-09-10,50.24,96.18,12.31,11.63,9.46,13.61,226.0,9,3,3,301.0,0
Ahmedabad,2015-09-11,61.77,96.18,15.43,8.1,8.68,18.69,276.0,9,4,3,226.0,0
Ahmedabad,2015-09-12,46.93,96.18,11.47,7.92,7.14,19.03,209.0,9,5,3,276.0,0
Ahmedabad,2015-09-13,43.01,96.18,9.96,11.58,6.82,20.59,179.0,9,6,3,209.0,0
Ahmedabad,2015-09-14,42.06,96.18,11.35,11.63,8.43,28.09,197.0,9,0,3,179.0,0
Ahmedabad,2015-09-15,44.94,96.18,10.94,5.85,7.14,59.38,229.0,9,1,3,197.0,0
Ahmedabad,2015-09-16,29.58,96.18,9.94,8.82,6.61,42.9,170.0,9,2,3,229.0,0
Ahmedabad,2015-09-17,32.15,96.18,9.7,9.2,6.5,39.02,164.0,9,3,3,170.0,0
Ahmedabad,2015-09-18,36.33,96.18,12.88,8.28,7.68,43.35,195.0,9,4,3,164.0,0
Ahmedabad,2015-09-19,24.46,96.18,10.99,12.59,8.45,44.55,220.0,9,5,3,195.0,0
Ahmedabad,2015-09-22,59.29,96.18,9.68,5.98,9.21,7.69,217.0,9,1,3,220.0,0
Ahmedabad,2015-09-23,65.32,96.18,9.62,3.69,10.61,4.74,254.0,9,2,3,217.0,0
Ahmedabad,2015-09-24,47.39,96.18,10.48,7.72,9.26,7.71,241.0,9,3,3,254.0,0
Ahmedabad,2015-09-25,43.88,96.18,19.75,4.83,8.69,11.53,244.0,9,4,3,241.0,0
Ahmedabad,2015-09-26,28.35,96.18,13.62,7.47,9.05,15.95,243.0,9,5,3,244.0,0
Ahmedabad,2015-09-27,3.59,96.18,14.17,9.6,11.26,20.38,244.0,9,6,3,243.0,0
Ahmedabad,2015-09-28,3.04,96.18,21.5,13.73,16.31,30.05,327.0,9,0,3,244.0,0
Ahmedabad,2015-09-29,19.14,96.18,30.6,10.96,10.33,29.36,390.0,9,1,3,327.0,0
Ahmedabad,2015-09-30,69.12,96.18,32.41,15.63,8.85,28.45,231.0,9,2,3,390.0,0
Ahmedabad,2015-10-01,76.41,96.18,34.7,15.44,17.96,31.49,396.0,10,3,4,231.0,0
Ahmedabad,2015-10-02,102.49,96.18,37.85,27.32,33.31,24.85,731.0,10,4,4,396.0,0
Ahmedabad,2015-10-03,127.94,96.18,28.38,25.59,11.14,15.17,466.0,10,5,4,731.0,0
Ahmedabad,2015-10-04,87.18,96.18,21.51,6.98,7.83,23.17,230.0,10,6,4,466.0,0
Ahmedabad,2015-10-05,99.73,96.18,30.23,32.74,20.16,20.91,309.0,10,0,4,230.0,0
Ahmedabad,2015-10-06,84.15,96.18,32.1,19.37,15.83,23.12,519.0,10,1,4,309.0,0
Ahmedabad,2015-10-07,92.12,96.18,32.5,31.75,18.21,29.97,397.0,10,2,4,519.0,0
Ahmedabad,2015-10-08,94.02,96.18,36.97,24.88,27.14,23.51,517.0,10,3,4,397.0,0
Ahmedabad,2015-10-09,150.27,96.18,34.86,26.35,15.9,31.96,653.0,10,4,4,517.0,0
Ahmedabad,2015-10-10,118.91,96.18,29.22,79.47,5.42,24.89,355.0,10,5,4,653.0,0
Ahmedabad,2015-10-11,91.41,96.18,23.45,25.44,5.19,6.25,227.0,10,6,4,355.0,0
Ahmedabad,2015-10-12,95.9,96.18,33.63,30.06,10.38,27.34,316.0,10,0,4,227.0,0
Ahmedabad,2015-10-13,137.87,96.18,32.98,21.89,20.2,17.41,536.0,10,1,4,316.0,0
Ahmedabad,2015-10-14,90.71,96.18,25.73,17.89,18.12,26.02,370.0,10,2,4,536.0,0
Ahmedabad,2015-10-15,108.68,96.18,32.87,22.59,17.03,19.56,551.0,10,3,4,370.0,0
Ahmedabad,2015-10-16,98.79,96.18,31.2,26.09,17.72,30.19,393.0,10,4,4,551.0,0
Ahmedabad,2015-10-17,145.75,96.18,34.71,24.66,20.61,95.94,671.0,10,5,4,393.0,0
Ahmedabad,2015-10-18,179.43,96.18,39.42,39.15,52.33,112.01,969.0,10,6,4,671.0,0
Ahmedabad,2015-10-19,170.52,96.18,35.22,34.03,15.49,53.98,471.0,10,0,4,969.0,0
Ahmedabad,2015-10-20,203.4,96.18,36.63,94.3,23.03,5.36,529.0,10,1,4,471.0,0
Ahmedabad,2015-10-22,64.66,96.18,23.83,34.4,4.79,24.76,213.0,10,3,4,529.0,0
Ahmedabad,2015-10-23,78.14,96.18,28.93,44.91,10.58,35.56,297.0,10,4,4,213.0,0
Ahmedabad,2015-10-24,100.17,96.18,34.16,27.73,32.27,23.95,605.0,10,5,4,297.0,0
Ahmedabad,2015-10-25,147.35,96.18,39.1,46.09,34.64,26.43,691.0,10,6,4,605.0,0
Ahmedabad,2015-10-26,206.89,96.18,55.67,20.47,145.32,38.0,971.0,10,0,4,691.0,0
